S.No. Name City State Phone1 Phone2
1 Shyamal Bhattacharya Agartala Tripura 0381-2383887
1 Hardik Book Stores Ahmedabad Gujrat 079-22148725 079-65135782
2 New Cinema Prakashan Ahmedabad Gujrat 079-25501812
1 Lianchangi Book Store Aizawal Mizoram 0389-2329522
1 Gyan Ganga (Book Seller) Allahabad Uttar Pradesh 0532-2400824
2 Prayag Pustak Bhawan Allahabad Uttar Pradesh 0532-2460028
3 Raj Pustak kendra Allahabad Uttar Pradesh 0532-2503638
1 Kasturi Lal & Sons Amritsar Punjab 0183-2542270 2555800
2 Vikas Book Depot Amritsar Punjab 0183-2550333
1 Chhaya Book Centre Aurangabad Maharastra 0240-2336945 02432-2348245
2 Maya Book Centre Aurangabad Maharastra 0240-2360150
1 Gangarams Book Bureau Bangalore Karnataka 080-25586189 080-25587277
2 Sapna Book House (P) Bangalore Karnataka 080-40114455
3 Vasantha Book House Bangalore Karnataka 080-22216342
1 Competition Book House Bareilly Uttar Pradesh 0581-2474853
2 Deepak Book Depot Bareilly Uttar Pradesh 0581-2473118 0581-2473403
1 Bijay Book Stores Berhampur Orissa 0680-2222858
2 Murty News Agency Berhampur Orissa 0680-2221167
1 Arunodaya Prakashan Bhopal Madhya Pradesh 0755-2673624 0755-4220741
2 Children Publishing House Bhopal Madhya Pradesh 0755-2673646
3 Rajesh Book Centre Bhopal Madhya Pradesh 0755-2673615
1 A. K. Nayak Bus Stand Book Stall Bhubneshwar Orissa 0674-2530810 0674-2531702
2 Padmalaya Book Seller Bhubneshwar Orissa 0674-2396922 0674-3292159
1 Babu Book Centre Bikaner Rajasthan 0151-2542880
2 Goyal & Company Bikaner Rajasthan 0151-2543825
1 Mohinder Book Depot Chandigarh Chandigarh 0172-2601550 0172-5002746
2 Shivalik Book Centre Chandigarh Chandigarh 0172-2704768 0172-2724768
3 Universal Book Store Chandigarh Chandigarh 0172-2702558
1 Eswar Books Chennai Tamil Nadu 044-24345902 044-24339591
2 Higginbothams (P) Ltd. (Book Seller) Chennai Tamil Nadu 044-28528098 044-28522438
3 TBH Publishers & Distributors Chennai Tamil Nadu 044-28524547 044-28553168
1 Cheran Book House Coimbatore Tamil Nadu 0422-2396623
2 T. B. H. Publishers & Distributors Coimbatore Tamil Nadu 0422-2520491
1 Collegion Book Corner Dahod Gujarat 02673-221147
1 Bharti Pustak Kendra Darbhanga Bihar 06272-248975
1 A-One Pubs.& Distributor Delhi Delhi 011-65106170
2 Chawla Publishers & Distributor Delhi Delhi 23264941
3 Neelam Book Stores Delhi Delhi 011-65789198
1 Bani Mandir (Book Seller) Dibrugarh Assam 0373-2322513
2 Suravi Sahitya Kutir (Book Sellers) Dibrugarh Assam 0373-2322085
1 Jai Bhawani Book Depot Durg Chhattisgarh 0788-2327620
2 Sharda Book Depot Durg Chhattisgarh 0788-2324712 788-2325579
1 Goods Books Gaya Bihar 0631-2222196
2 Sahitya Sadan Distributors Gaya Bihar 0631-2220800 0631-2220600
1 College Book Store Ghaziabad Uttar Pradesh 0120-2856377
2 Garg Brothers & Co. Ghaziabad Uttar Pradesh 0120-2830051
3 Gupta News & Magazine Distributors Ghaziabad Uttar Pradesh 0120-6483072
4 Harish Book Depot Ghaziabad Uttar Pradesh 0120-2832430
5 Jagdamba Book Depot Ghaziabad Uttar Pradesh 0120-2756063
6 Kamal Prakashan Ghaziabad Uttar Pradesh 0120-2830051
1 Divya Magazine & Competition Centre Gorakhpur Uttar Pradesh 0551-2240820
2 Student Corner Gorakhpur Uttar Pradesh 0551-2330337
1 Nand Book Stall Gurgaon Haryana 0124-2328970 2311141
2 Notes Book Depot Gurgaon Haryana
3 Raman Book Depot Gurgaon Haryana
1 Books & Gifts (Shopper's Paradise) Guwahati Assam 0361-2633860 0361-2592969
2 Durga News Agency Guwahati Assam 0361-2524515 0361-2632995
3 New Book Stall Guwahati Assam 0361-2546334
1 Gautam Enterprises Hamirpur Himachal Pradesh 01972-222450
1 Modern Book Seller Hissar Haryana 01662-227794
1 Book Selection Centre Hyderabad Andhrya Pradesh 040-23446841 040-23446845
2 Durga Book Distributors Hyderabad Andhrya Pradesh 040-24752801 040-64542801
3 Rajkamal Book Agency Hyderabad Andhrya Pradesh 040-24754671
1 P.C. Jain & Co. Imphal Manipur 0385-2225004
1 Arun Prakashan Indore Madhya Pradesh 0731-2454372 0731-2459448
2 S. P. Publications Indore Madhya Pradesh 0731-4053933 0731-2451933
3 Susheel Prakashan Indore Madhya Pradesh 0731-2535892 0731-4053333
1 Student Home Itanagar Arunachal Pradesh 0360-2216615
1 Agarwal Book Depot Jabalpur Madhya Pradesh 0761-2658283
