29-03-2023,B0BSXC1Z63,"Farmley Premium Date Bites Dry Fruit Barfi Healthy and Delicious Sweets Gift Pack 200 gram | Made with Dates, Pistachios, Cashewnuts, Almonds, Honey and Pure Ghee",12906,12,4.4,0,,,,1999.0,10,True,"Dried Dates - 154
Almonds - 159
",,,,,,,False,,,,,,,,"Dried Dates - 154
Almonds - 159
",12906,29-03-2023,,
31-03-2023,B0BSXC1Z63,"Farmley Premium Date Bites Dry Fruit Barfi Healthy and Delicious Sweets Gift Pack 200 gram | Made with Dates, Pistachios, Cashewnuts, Almonds, Honey and Pure Ghee",19903,16,4.5,0,,,,,14,True,"Dried Dates - 224
Almonds - 259
",,,,,,,False,,,,,,,,"Dried Dates - 224
Almonds - 259
",19903,31-03-2023,,
